id	name	followers
7DxJh6FTpp7YFXWqweqoM3	梁雁翎	782
17BhGLryvTju8EeKGTv07O	陳明韶	544
35PAdgP0tvmaEuNRCZnBZd	楊芳儀	312
5JOwQCcysEZX3vCpQKPlle	羅吉鎮	280
5u95Z0QekxjtICtVuKnZ0j	蕭孋珠	364
4Ehea7526rf7bWumvaU1cc	柯以敏	833
1cUYiXxia1CUsYP51gsDeh	崔健	18147
0Ys3jWqZrvyzwdQ7udcvOu	Kelvin Tan	1440
0cnqUQJBnf0AeIjyOX2xGF	Dick and Cowboy	2760
2GTK5yVaMIN17PWMNZCiqB	陳淑樺	106
3BrG5EjjAeVzpHt5vT5Wk8	Stella Chung	345
42c66n8fYyjpLh7XbI063v	Johnny Yin	1238
5J3wsfYKy30iqOyhxbkdAW	何念兹	1964
2HoRq5GWuhgLAU19uFM6qc	阿吉仔	7014
5HS8qtY8c6aQnZpqsKCTKG	蔡振南	4117
6ICooNlghJdP9zMwDJU4mX	楊宗憲	4036
308Zx2wLawIKxEMpbq5KNc	木吉他	956
4voefNqhkriFEWEEJsoCBC	包美聖	599
1dBIOAj3WUDPTTupW8L0LS	張琍敏	1539
0j5DVkW6l0sm9e8V4NZlfE	Hanz 郭文翰	676
18SpTsb0iq9EQ6w4MEpWsK	張清芳 & 范怡文	334
29cY2K49rS8htpEHUtn0Mj	Jyin Poh	423
2FYYd5KDccO5MDMQWjQanL	李度	766
2ps0BGchFBtxXPLAb1XMQc	Shelly Yu	848
4fmpJtNBGlcC2nOpbky3ao	薛岳	1530
5vM5uXrXIJ7vEao4Zs6Dak	邱詩凌	315
37Ge9MTQaJqJknImNwYhWF	飛輪海	7153
1Cp9y8CEOMasKnTpOnsUL0	Ling Kai	634
2J8Zd4GRGZR6GdINN1AUMg	丘丘合唱團	617
2eJlg2DfxnBoI3AFu52DLQ	林竹君	1165
03TjpiMEGAvMzsprcxBL6f	MinChen	2903
0As48EfATspJdsce0p923Q	Stella Huang	1378
0czBunSo5ui8sT4zfX3zgK	百合二重唱	374
2GxXfulg4HD9wyW5p7g7dS	Rui En	695
2JVldmcenUap5bfwU9Vn3x	Orange Tan	215
422Z7sJ6UHf5r21TQ8GTyL	馬兆駿	1692
5G22Efave7oHLo9NG4uofT	Uriah See	1226
5e5VeJlSaelIR6bSLRaEjE	Jeryl Lee	1033
4XhHrKwqu2N42HkXGDIQTf	陳世維	69
5gIoOoGK5jxeB3piPAnENq	蔡詩蕓	1167
56VrzOhMZnCPnGq1Ry3poJ	李炳文	273
1g7jSSrrUedyZirXgcb52L	施孝榮	617
6FSIlFsuxHLXBjeTt71dMA	李恕權	1192
0qme0QUpU1XxC8Fa5sIVeb	Nicole Lai	159
0OAEZfwqeRjujNSal5utBS	洛客班	247
3wyViT8slJTIlHxqh9Kxp1	彭靖惠	204
01xTltmJfmy5zezf6xQyaR	Bevlyn Khoo	373
0lCnaAXCVtMY2wizkUfr3F	林文荪	286
28ijFWhhbW5CTAjYyLOCh2	曾慶瑜	2199
2Q8zuylGXHOXT2L6bBsRQd	Eric Lim	316
2qwqnl8l8SIh0kyXMLlMwP	張與辰	235
32bbI6j7eavQxFkTUEVAp7	Rao Zi Jie	870
332KnngW8lRy3d5RLb8sUL	吳大衛	29
3PLeDSMZ0OtAfFHwjJ5H0S	方季惟	832
4kBYKwgId8nd8oxEJphDIs	王默君	78
5CqSLnQK3K3DiKhoRouEeC	劉嘉慧	189
5Q64s8AqkLImdRKhemuIXi	崔苔菁	626
76bGZuKoq7LD2JjDbZynmX	龚柯允	223
7pOhEqKcqQyyKSxj8mmRKI	MICappella	3479
0fAO8VKFP0xH8qfS9VBvlG	邰肇玫	235
25UyYNRbWzdHYxRS7YytI0	黄靖伦	280
1B4oJCqebuhNtrTkh40TiW	蔡孟臻	77
7hSYOco34NF9MqvNWadyiz	霍經倫	39
06KaZVpvqT7NvzFdF5Cwhd	黄淑惠	402
0TfPfwqbrcEe9pUW1m0c3f	葉俊亨	6
0WfgOyU77j85RR5sxPAAbT	玖健	16
0a3U3FFWtxMwI5Jij0P06I	Ann Kok	9
0jlpXd8p3tObDrglSDNHjX	马嘉轩	37
0kbe8wcKXPkXKAHANBjbuV	Daniel Chezi	319
0wQlOGXVz1fuOUp188TfLY	張起政 Kit	33
1MRZub34pUVQJpZWWg8UKu	楊弦	69
1Qlq38YJPSdLcPNzuI3cq0	JieYing Tha	216
1fqG8l1cOJ6EDTCnV9Jq4G	Aloysius Pang	1200
1kWydcNDB8WO62TRKDQUgu	巫奇	48
1qfAYZYUCa1IYQF52fy5aw	东于哲	305
1x2Jv1RI0IJrlfexhdRVup	李偉菘	3
26aYkQUG5PVXW1g3QVCGy6	AMOi-AMOi	682
2DTsDKcc0bncHTxrr2WgiW	The Cold Cut Duo	999
2LYmIMXG8XAhysfFyxg5Cs	Shohjo-tai	1356
2PAEqNpa9i52gwztaybbOt	Lin Zhu Jun 林竹君	103
2RLgQST3UuvyraOMj04JXe	Muse Girls	209
2WoCSeXfTOo3MFSzqvkbpz	張薔	220
2a1wo4oPdxlZy2ChUS5PT1	李之勤	1319
2ggoMkbHpvUjL9O2eknvTX	金佩姍	161
2pqXuTH61pvf0jXLWWvfn9	曲祐良	454
2rXxdFnDIdfRT4ezVeB6HH	王思涵	65
2vy0h2oTG1T57fpXDa4q3e	易桀齊	186
2y5Ats0vicB4pneuC9l4x7	可晴	82
32Ta0mIjPopL1zLFA1yDfC	紅唇族	198
32iRbhodmbSSfEmcIPHEup	Ribbon Ooi	601
337fFqOTVJSY38dJHViiR8	陈永馨	90
3B16VU8kHheR4TqVeNoF5x	颜慧萍	246
3DBNuQEke9rM7FRuo05tg6	金瑞瑤	342
3WAZbv2dqrmtdxbBteuMCs	石欣卉	577
3WBr6YZVL8um2jVPLSxH6K	凌加峻	106
3lsAl6to8MnyCdMyJbct1o	Peter 李偲菘	7
44caUhfjLfUWgZ9ui0YE1s	Zeng Jie Yu	4
4DARew71bj4XQlG6siAlI9	摩斯特	31
4H1TBrjygIFxZoKBisok7V	何沛璇	999
4IHIJEdojt6CLSi4FSXDJb	蔡忆雯	65
4b59aVx9txDD9ZL3jKyQBf	鍾潔希	41
4yRhPkyKkY3lHbGH8yZU1f	黃美詩	7
52L307cSfwWAwiob9hVcHV	Zheng Yi	292
55NJkTBWYesy8Fw8HpxJQk	Alex Chia	69
5TZtlC1TmEYt4R1bOxeX0s	李欣怡	136
5TbpBHKq7Kl1FQs3B4FsLO	宇珩	197
5loGYJyNHrPsF34MDxucqd	SHI XIN HUI	22
5tBsFMLEMTIPPcehNxOKni	迷路兵	195
5wtspqsX3OxPu1JTRQTqus	Yokez	955
60j3kRKrIS6IVWP0jan3PB	温伟杰	3
67WPB2LG3QmPWTIjKBRy3J	李桀汉	59
6GagircHpd7ThaLuh1fndO	李俊颉	124
6NUYDJ1Z8Wsq1Fbf9rOKSf	林玉婷	61
6Q1ef2wodH32UI24I49PuP	石康鈞	64
6QQK0ohLQbQPDJFxQGdAHE	Sylvester Sim	20
6R1b80qz1whi5Wyz0PdG4S	两个女生	316
6TXww9gyDkyhZJNIK73IHu	伊雪莉	34
6YphvzFHULxOGo6JK8epFn	范文芳	101
6ZiJXo5ORR6rB5ZbOHPUhG	李銘順	4
6pFoarnzbcjh7YDVvrWpig	雲鎂鑫	37
6x5yIcaNZ7Rv4tZiBj6gZI	Elson Soh	7
7DaiOc3x3RJ68NPgY6P4he	梁弘志	59
7atd5jTK3iQqr5BYj4QYuA	洪俊扬	243
7cmNYGCPevbsk7vigqRkJW	Issac Dang	91
7q1nB83eLrM9FYHnqFyWxT	Hsiu Chen Chen	142
06mebaN2kHowSENZPHpilc	Elton Lee	98
08IruUO0SWov2Iz6uNBcEt	水草三重唱	149
0DWWYLsABaLMxrX4O0rfO7	林昭宇	7
1PNCzLg3Qi1Tv2VRXN2KN2	崇喆	180
2P4gvHr35IA1WJSKm8HwLX	高潔萍	20
3G5MSDyUhWCcN89SBqaCUV	Bonnie Loo	833
4B40qWawuwANGFRLdemMxe	吳慶康	172
4LZDii3NkICtWotw25Pt4i	謝慧嫻	70
5Wn1ykgZOMCPLeykrXaMaL	湯薇恩	211
69enLxlUwXhdBuktRNzM0K	洪劭軒	166
6DCDAqPXY7MOU0LBVnUCek	陳美心	33
7IhoiR1VotrcXWaviaSPNg	Nana Lee	10883
7lBz9amGhtwyMiwMUvlQwX	颜黎明	640
7vHny6pPDgjIHoVT9vNdne	10vacations	300
4ko19t9P3n3la4xALra1bk	Hagen Troy	61
4pqvGhGevu2moCcbRLEWxt	張小英	1362
